Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Entropy,Edge Density,Directional Variance,Fractal Dimension,Lacunarity,High-Frequency Energy,Low-Frequency Energy,LBP Mean,LBP Variance,Mean Red Intensity,Mean Blue Intensity,Color Variability,Feature Cluster Compactness (CNN),Feature Variance (CNN),Dominant Frequency Component,Edge Roughness (Fourier),Asymmetry Index,Border Irregularity,Convex Hull Area Ratio,Vascular Density,Branching Complexity,Compactness Index,Estimated Blood Flow Index,Estimated Oxygen Consumption Index,Predicted Shape Change Over 6 Months,Estimated Malignant Transformation Probability,Histopathological Similarity to Malignant Cases,Histopathological Similarity to Benign Cases,Area,Perimeter,Circularity,Eccentricity,Solidity,Color Variance 1,Color Variance 2,Color Variance 3,Color Variance 4,Color Variance 5,Color Variance 6,Color Variance 7,Color Variance 8,TotalPower,meanpower,freqencyEntropy,highFreqpowerRatio,texture_value,edge_value,Image Name,Error
131.9262622890002,1.626585049156001,0.7451394683677819,0.5921700825677922,0.9880424686508189,2023.3717074326635,0.008374074074074074,0.03359062337489572,-2.1060908865468493,91.21201394028856,0.030291871110554945,0.49999999999969363,6.863185185185185,5.010940965706447,58.45506666666667,73.72016296296296,78.83810343339773,0.18132193,0.11497796,6108.976609340957,844080206.854847,1.101282661345518,0.5437528497500002,0.46738703703703705,0.00752962962962963,0.7472934307270236,31408.405051172267,0.23704119099491647,11.593934025598797,992.4041027609974,501.99901839329806,0.779149684683795,0.22085031531620503,119090.5,1463.8691815137863,0.6983649701166162,0.5314816158189057,0.9437059459802131,58.45506666666667,58.891555555555556,73.72016296296296,72.01065838975668,72.47603646744162,89.76076600292902,0.5949037075042725,0.5949037075042725,668275396740000.4,2475094062.0000014,3.3097675462631355,47.1242359252489,38.2229644641838,0.011880313560365988,ISIC_002,
56.47037655351512,0.9522314969393433,0.844210182262327,0.7714505843678816,0.9833535111398435,1109.3250508555689,0.005274074074074074,0.02336971452651681,-2.0971683874006684,86.11331800331102,0.06260229325137034,0.49999999999905864,7.311003703703704,3.2123989185048023,17.503055555555555,32.082262962962965,48.00180684333628,0.09494537,0.0598887,4233.797802002758,569431813.4280216,1.6116752831639123,0.5020534750339506,0.2336037037037037,0.0045,0.4479750000000001,10221.645879343501,0.07714339869281046,10.918986419777244,304.9170976781999,157.91804204898858,0.7810168759840183,0.21898312401598174,60940.0,1008.4650710821152,0.7529923993701635,0.8231119854493549,0.9661820430295055,17.503055555555555,18.36623703703704,32.082262962962965,37.48851545032173,39.472913592284364,61.767397844625094,0.7726444602012634,0.7726444602012634,151701576570000.0,561857691.0,4.785853880882903,22.583795357518845,23.374073734759943,0.007217223089966658,ISIC_003,
30.4416768688555,0.48063810053793365,0.9204532807156074,0.8715849505205314,0.9910576753588266,645.5308118752887,0.003577777777777778,0.015648639322538807,-2.087493588461494,110.27894276195323,0.04185665822933821,0.49999999999879846,7.636318518518519,1.853180224471879,16.247114814814815,18.576974074074073,43.93223802149351,0.11881244,0.050342,3263.51557099625,449725177.9404645,1.3140906273872852,0.23252996997222217,0.1390574074074074,0.0031703703703703703,0.3160319122085048,8008.558374491213,0.06044108932461873,10.426462157606261,305.9409158415777,158.18368899959196,0.7960639029498399,0.20393609705016014,34015.0,956.3818098306656,0.467323611886673,0.8460444964025948,0.9059674261895567,16.247114814814815,14.366744444444445,18.576974074074073,43.46523145434608,38.6506737806861,48.970674832134286,0.8725629448890686,0.8725629448890686,141223062870000.0,523048381.0,4.207285705350032,37.940700044722355,13.583738767407413,0.004030265977879123,ISIC_002,
20.442923390836576,0.3218549434242255,0.9622500541885747,0.9478068188145482,0.9780086924091747,271.70561153857057,0.002088888888888889,0.007129086484115605,-2.08721651270321,95.95107909877258,0.074073733719997,0.499999999996171,7.846692592592593,0.8429153573525376,4.391037037037037,8.920322222222222,27.56602416446608,0.11527573,0.05448303,2282.1533469827355,304892023.7967594,2.636390230304924,0.15880111058950627,0.05212037037037037,0.001862962962962963,0.18594923319615922,2513.0787047232193,0.018966361655773423,9.50293295847225,83.53078761591107,46.51686028719166,0.7806086239864864,0.21939137601351355,13724.5,456.2325357198715,0.8285789368995169,0.5463754506706262,0.9752709184579854,4.391037037037037,4.271407407407407,8.920322222222222,19.51831697264711,19.29546303081108,38.88869277222229,0.9484296441078186,0.9484296441078186,35535171420000.0,131611746.0,5.502419843665615,18.441256819905792,5.647294814471876,0.0020713798976874317,ISIC_002,
42.21617510665924,0.7369467631237245,0.8789731618027664,0.8136072494084117,0.9834688197224983,920.6975652147161,0.004103703703703704,0.020446471087468446,-2.0980241675339473,81.1217900504096,0.05326078428067248,0.49999999999882194,7.442344444444444,2.5779499109876545,14.723825925925926,30.18897037037037,46.70842946241632,0.10310863,0.061278824,3327.426150934104,454087510.0952544,2.4517778374158867,0.38614345295987623,0.18788888888888888,0.00362962962962963,0.36164554183813435,8167.80697474089,0.061642948438634715,10.74977271931808,229.52691214891615,120.13834243411712,0.7845907462938452,0.21540925370615482,49605.5,862.9675986766815,0.8370486799461048,0.5700213457477519,0.9778336290163612,14.723825925925926,13.416522222222222,30.18897037037037,33.353737617641976,31.42618950834178,65.35204687663575,0.8148666620254517,0.8148666620254517,110970928530000.0,411003439.0,4.609532788761976,26.402213529401354,20.0315503341015,0.00512458516026116,ISIC_002,
54.90222964199592,0.6742422556112039,0.914453588379928,0.8750924944410926,0.9857401770535873,629.7654630142141,0.0028555555555555556,0.015025557792524865,0.0,119.36294231808387,0.04441429175922023,0.49999999999885014,7.649933333333333,1.9005644399999997,12.855503703703704,27.506451851851853,53.52377260290284,0.103413716,0.0503262,3643.6527877315166,494814421.57577777,1.9677000349566722,0.25595366258950614,0.1252185185185185,0.002477777777777778,0.24716383950617307,8368.191781670328,0.06315526506899055,10.396170128107554,346.0124802034566,178.20432516578208,0.7948601771428017,0.20513982285719834,33107.0,725.7543976306915,0.7898603997660588,0.7365265039290255,0.9792362980271525,12.855503703703704,15.547281481481482,27.506451851851853,35.93684040936814,42.39752265684432,73.37395341561565,0.8762148022651672,0.8762148022651672,159042245580000.06,589045354.0000002,4.387617105714337,32.750693479943294,12.11374510611797,0.004077413823731506,ISIC_002,
75.45568540159525,0.8926878130217027,0.881910132714178,0.8137990011157593,0.989012676472324,940.908807557579,0.004559259259259259,0.02069296548760172,-2.0911403749958564,124.36602224263846,0.03806522012426471,0.4999999999993284,7.4615074074074075,2.5883479499451316,27.121944444444445,35.27297407407407,63.41856304649956,0.15908231,0.09453275,4560.049619545778,617675874.0826004,0.9595533362775659,0.43654999807098765,0.21838333333333335,0.003996296296296296,0.3980325912208505,14328.032348446639,0.10813455337690632,10.80764962875376,617.2753300145779,314.04148982166583,0.8078230768795087,0.19217692312049128,49303.0,1220.63159096241,0.4158282579286542,0.7008164097973879,0.8797430521479235,27.121944444444445,26.313181481481482,35.27297407407407,58.14781719346741,55.86349555716252,74.26115997893623,0.8153703808784485,0.8153703808784485,305425486620000.1,1131205506.0000005,3.814323183081086,39.57228862968779,19.31123024395062,0.006478798389351032,ISIC_003,
49.03337414208867,0.7262845483212762,0.8880877848895155,0.8331800175844114,0.9897324663304157,833.7375700100602,0.002974074074074074,0.018682165551280785,-2.0843557136511,110.74158682794096,0.038835240353579235,0.49999999999914,7.555707407407407,2.521274462537722,16.255055555555554,37.87833333333333,61.04647100001102,0.12732095,0.0706148,3639.9072006209567,497321241.20304745,1.3992251975405707,0.20549975091358022,0.1683351851851852,0.002637037037037037,0.263008307270233,11188.796107277401,0.08444254175744371,10.699581850387826,429.22471911318286,219.96215048178533,0.8008818936243478,0.1991181063756522,44370.5,827.7371491193771,0.8138030119644013,0.6420583017429421,0.9762378851717803,16.255055555555554,21.045792592592594,37.87833333333333,37.25264418168729,47.78993369201674,85.1494393804341,0.8343407511711121,0.8343407511711121,207637083989999.9,769026236.9999996,3.874352957906991,44.781703485009146,14.787900574759941,0.004408523350569841,ISIC_002,
48.68533481728808,0.671125950658505,0.8982108535239134,0.8307606159492127,0.9877592594626164,838.2147091087818,0.0037222222222222223,0.019319019036069546,-2.0943087107901546,100.90309932098025,0.03917853082282338,0.49999999999905914,7.514418518518519,2.29131062484225,20.499562962962962,25.32974074074074,48.705605383089946,0.10686196,0.050463423,3662.8481392474864,499697312.96202075,1.3243224832551965,0.25762612788888906,0.22418148148148148,0.003162962962962963,0.31529586282578903,10227.15572541247,0.07718498184458969,10.707179690035487,357.4785585121085,184.092869101072,0.785872860216563,0.214127139783437,44165.0,892.8326020240784,0.6962224421073497,0.5654280560904535,0.9451607725643357,20.499562962962962,18.166674074074074,25.32974074074074,46.65997094608372,41.19103054704584,56.711197574098854,0.8321222066879272,0.8321222066879272,173019389040000.0,640812552.0,4.162375494465472,37.63019814910604,18.108427257887506,0.004821010469907072,ISIC_002,
70.59192728621778,1.4774698571693563,0.6903050477644416,0.49586341790381727,0.9853524786582565,2484.5574587209776,0.006607407407407407,0.03277367895414668,-2.097445164815854,53.462208401951905,0.04059054723965213,0.499999999999589,6.559855555555556,5.681676571728395,39.75717777777778,84.84889259259259,65.22305110396415,0.14163795,0.08578645,4696.519664732475,643559016.2114464,1.624986951852459,0.567657649765432,0.5129981481481481,0.005607407407407407,0.557596438957476,23414.39782796553,0.17670992011619463,11.771170854279124,433.631188235842,222.70117954506057,0.8020143844101874,0.19798561558981265,134998.5,1474.3199721574783,0.7804683739737964,0.7579936131904232,0.9746515581963692,39.75717777777778,40.02678148148148,84.84889259259259,43.94006591849618,44.97330077665236,86.37916213848091,0.4976666569709778,0.4976666569709778,323643818160000.0,1198680808.0,3.4987255280039933,43.19835791611802,46.398499906666665,0.010444608952178247,ISIC_002,
